sentence_type,item_id,condition,full_sentence
subject_pg_full,38,plusF_minusG1_plusG2,The journal published who the theory about physics was intended to challenge soon.
subject_pg_full,38,plusF_minusG1_minusG2,The journal published who the theory about physics was intended to challenge the old guard soon.
subject_pg_full,38,minusF_plusG1_plusG2,The journal published that the theory about was intended to challenge soon.
subject_pg_full,38,minusF_plusG1_minusG2,The journal published that the theory about was intended to challenge the old guard soon.
subject_pg_full,38,minusF_minusG1_plusG2,The journal published that the theory about physics was intended to challenge soon.
subject_pg_full,38,minusF_minusG1_minusG2,The journal published that the theory about physics was intended to challenge the old guard soon.
subject_pg_full,39,plusF_plusG1_plusG2,The radio played who the song about would surely celebrate eventually.
subject_pg_full,39,plusF_plusG1_minusG2,The radio played who the song about would surely celebrate the songwriter eventually.
subject_pg_full,39,plusF_minusG1_plusG2,The radio played who the song about the revolution would surely celebrate eventually.
subject_pg_full,39,plusF_minusG1_minusG2,The radio played who the song about the revolution would surely celebrate the songwriter eventually.
subject_pg_full,39,minusF_plusG1_plusG2,The radio played that the song about would surely celebrate eventually.
subject_pg_full,39,minusF_plusG1_minusG2,The radio played that the song about would surely celebrate the songwriter eventually.
subject_pg_full,39,minusF_minusG1_plusG2,The radio played that the song about the revolution would surely celebrate eventually.
subject_pg_full,39,minusF_minusG1_minusG2,The radio played that the song about the revolution would surely celebrate the songwriter eventually.
subject_pg_full,40,plusF_plusG1_plusG2,The court heard who the testimony against was likely to convict this week.
subject_pg_full,40,plusF_plusG1_minusG2,The court heard who the testimony against was likely to convict the defendant this week.
subject_pg_full,40,plusF_minusG1_plusG2,The court heard who the testimony against the accomplice was likely to convict this week.
subject_pg_full,40,plusF_minusG1_minusG2,The court heard who the testimony against the accomplice was likely to convict the defendant this week.
subject_pg_full,40,minusF_plusG1_plusG2,The court heard that the testimony against was likely to convict this week.
subject_pg_full,40,minusF_plusG1_minusG2,The court heard that the testimony against was likely to convict the defendant this week.
subject_pg_full,40,minusF_minusG1_plusG2,The court heard that the testimony against the accomplice was likely to convict this week.
subject_pg_full,40,minusF_minusG1_minusG2,The court heard that the testimony against the accomplice was likely to convict the defendant this week.
