source_doc_name,item,condition,full_sentence_text,bpe_token_index,bpe_token_id,bpe_token_str,log_prob_gpt2,surprisal_bits_gpt2
subject_pg_full,6,minusF_plusG1_plusG2,I know that the critique of is likely to anger eventually.,0,N/A,I,-5.77036000,8.32486976
subject_pg_full,6,minusF_plusG1_plusG2,I know that the critique of is likely to anger eventually.,1,N/A,know,-5.54568300,8.00072936
subject_pg_full,6,minusF_plusG1_plusG2,I know that the critique of is likely to anger eventually.,2,N/A,that,-2.74970600,3.96698721
subject_pg_full,6,minusF_plusG1_plusG2,I know that the critique of is likely to anger eventually.,3,N/A,the,-4.42428300,6.38289114
subject_pg_full,6,minusF_plusG1_plusG2,I know that the critique of is likely to anger eventually.,4,N/A,critique,-14.70628300,21.21668155
subject_pg_full,6,minusF_plusG1_plusG2,I know that the critique of is likely to anger eventually.,5,N/A,of,-1.00296300,1.44696975
subject_pg_full,6,minusF_plusG1_plusG2,I know that the critique of is likely to anger eventually.,6,N/A,is,-13.77245900,19.86945830
subject_pg_full,6,minusF_plusG1_plusG2,I know that the critique of is likely to anger eventually.,7,N/A,likely,-10.24106300,14.77473080
subject_pg_full,6,minusF_plusG1_plusG2,I know that the critique of is likely to anger eventually.,8,N/A,to,-0.88043700,1.27020209
subject_pg_full,6,minusF_plusG1_plusG2,I know that the critique of is likely to anger eventually.,9,N/A,anger,-10.03211700,14.47328545
subject_pg_full,6,minusF_plusG1_plusG2,I know that the critique of is likely to anger eventually.,10,N/A,eventually,-15.49606100,22.35609036
subject_pg_full,6,minusF_plusG1_plusG2,I know that the critique of is likely to anger eventually.,11,N/A,.,-10.86525400,15.67524806
subject_pg_full,6,minusF_plusG1_minusG2,I know that the critique of is likely to anger Sara eventually.,0,N/A,I,-5.77036000,8.32486976
subject_pg_full,6,minusF_plusG1_minusG2,I know that the critique of is likely to anger Sara eventually.,1,N/A,know,-5.54568300,8.00072936
subject_pg_full,6,minusF_plusG1_minusG2,I know that the critique of is likely to anger Sara eventually.,2,N/A,that,-2.74970600,3.96698721
subject_pg_full,6,minusF_plusG1_minusG2,I know that the critique of is likely to anger Sara eventually.,3,N/A,the,-4.42428300,6.38289114
subject_pg_full,6,minusF_plusG1_minusG2,I know that the critique of is likely to anger Sara eventually.,4,N/A,critique,-14.70628300,21.21668155
subject_pg_full,6,minusF_plusG1_minusG2,I know that the critique of is likely to anger Sara eventually.,5,N/A,of,-1.00296300,1.44696975
subject_pg_full,6,minusF_plusG1_minusG2,I know that the critique of is likely to anger Sara eventually.,6,N/A,is,-13.77245900,19.86945830
subject_pg_full,6,minusF_plusG1_minusG2,I know that the critique of is likely to anger Sara eventually.,7,N/A,likely,-10.24106300,14.77473080
subject_pg_full,6,minusF_plusG1_minusG2,I know that the critique of is likely to anger Sara eventually.,8,N/A,to,-0.88043700,1.27020209
subject_pg_full,6,minusF_plusG1_minusG2,I know that the critique of is likely to anger Sara eventually.,9,N/A,anger,-10.03211700,14.47328545
subject_pg_full,6,minusF_plusG1_minusG2,I know that the critique of is likely to anger Sara eventually.,10,N/A,Sara,-19.02857900,27.45243656
subject_pg_full,6,minusF_plusG1_minusG2,I know that the critique of is likely to anger Sara eventually.,11,N/A,eventually,-15.44148800,22.27735816
subject_pg_full,6,minusF_plusG1_minusG2,I know that the critique of is likely to anger Sara eventually.,12,N/A,.,-9.92551500,14.31949127
subject_pg_full,6,minusF_minusG1_plusG2,I know that the critique of the writer is likely to anger eventually.,0,N/A,I,-5.77036000,8.32486976
subject_pg_full,6,minusF_minusG1_plusG2,I know that the critique of the writer is likely to anger eventually.,1,N/A,know,-5.54568300,8.00072936
subject_pg_full,6,minusF_minusG1_plusG2,I know that the critique of the writer is likely to anger eventually.,2,N/A,that,-2.74970600,3.96698721
subject_pg_full,6,minusF_minusG1_plusG2,I know that the critique of the writer is likely to anger eventually.,3,N/A,the,-4.42428300,6.38289114
subject_pg_full,6,minusF_minusG1_plusG2,I know that the critique of the writer is likely to anger eventually.,4,N/A,critique,-14.70628300,21.21668155
subject_pg_full,6,minusF_minusG1_plusG2,I know that the critique of the writer is likely to anger eventually.,5,N/A,of,-1.00296300,1.44696975
subject_pg_full,6,minusF_minusG1_plusG2,I know that the critique of the writer is likely to anger eventually.,6,N/A,the,-2.96284500,4.27448179
subject_pg_full,6,minusF_minusG1_plusG2,I know that the critique of the writer is likely to anger eventually.,7,N/A,writer,-11.88799400,17.15074999
subject_pg_full,6,minusF_minusG1_plusG2,I know that the critique of the writer is likely to anger eventually.,8,N/A,is,-2.48746100,3.58864765
subject_pg_full,6,minusF_minusG1_plusG2,I know that the critique of the writer is likely to anger eventually.,9,N/A,likely,-9.78386700,14.11513640
subject_pg_full,6,minusF_minusG1_plusG2,I know that the critique of the writer is likely to anger eventually.,10,N/A,to,-0.75994000,1.09636167
subject_pg_full,6,minusF_minusG1_plusG2,I know that the critique of the writer is likely to anger eventually.,11,N/A,anger,-9.74750800,14.06268145
subject_pg_full,6,minusF_minusG1_plusG2,I know that the critique of the writer is likely to anger eventually.,12,N/A,eventually,-16.23128500,23.41679438
subject_pg_full,6,minusF_minusG1_plusG2,I know that the critique of the writer is likely to anger eventually.,13,N/A,.,-11.20580900,16.16656507
subject_pg_full,6,minusF_minusG1_minusG2,I know that the critique of the writer is likely to anger Sara eventually.,0,N/A,I,-5.77036000,8.32486976
subject_pg_full,6,minusF_minusG1_minusG2,I know that the critique of the writer is likely to anger Sara eventually.,1,N/A,know,-5.54568300,8.00072936
subject_pg_full,6,minusF_minusG1_minusG2,I know that the critique of the writer is likely to anger Sara eventually.,2,N/A,that,-2.74970600,3.96698721
subject_pg_full,6,minusF_minusG1_minusG2,I know that the critique of the writer is likely to anger Sara eventually.,3,N/A,the,-4.42428300,6.38289114
subject_pg_full,6,minusF_minusG1_minusG2,I know that the critique of the writer is likely to anger Sara eventually.,4,N/A,critique,-14.70628300,21.21668155
subject_pg_full,6,minusF_minusG1_minusG2,I know that the critique of the writer is likely to anger Sara eventually.,5,N/A,of,-1.00296300,1.44696975
subject_pg_full,6,minusF_minusG1_minusG2,I know that the critique of the writer is likely to anger Sara eventually.,6,N/A,the,-2.96284500,4.27448179
subject_pg_full,6,minusF_minusG1_minusG2,I know that the critique of the writer is likely to anger Sara eventually.,7,N/A,writer,-11.88799400,17.15074999
subject_pg_full,6,minusF_minusG1_minusG2,I know that the critique of the writer is likely to anger Sara eventually.,8,N/A,is,-2.48746100,3.58864765
subject_pg_full,6,minusF_minusG1_minusG2,I know that the critique of the writer is likely to anger Sara eventually.,9,N/A,likely,-9.78386700,14.11513640
subject_pg_full,6,minusF_minusG1_minusG2,I know that the critique of the writer is likely to anger Sara eventually.,10,N/A,to,-0.75994000,1.09636167
subject_pg_full,6,minusF_minusG1_minusG2,I know that the critique of the writer is likely to anger Sara eventually.,11,N/A,anger,-9.74750800,14.06268145
subject_pg_full,6,minusF_minusG1_minusG2,I know that the critique of the writer is likely to anger Sara eventually.,12,N/A,Sara,-18.80344100,27.12763108
subject_pg_full,6,minusF_minusG1_minusG2,I know that the critique of the writer is likely to anger Sara eventually.,13,N/A,eventually,-16.46928200,23.76015147
subject_pg_full,6,minusF_minusG1_minusG2,I know that the critique of the writer is likely to anger Sara eventually.,14,N/A,.,-9.98479900,14.40502000
subject_pg_full,7,plusF_plusG1_plusG2,She heard who the rumor about is going to please soon.,0,N/A,She,-9.58838000,13.83310828
subject_pg_full,7,plusF_plusG1_plusG2,She heard who the rumor about is going to please soon.,1,N/A,heard,-10.31370900,14.87953683
subject_pg_full,7,plusF_plusG1_plusG2,She heard who the rumor about is going to please soon.,2,N/A,who,-12.28482500,17.72325611
subject_pg_full,7,plusF_plusG1_plusG2,She heard who the rumor about is going to please soon.,3,N/A,the,-5.06059600,7.30089675
subject_pg_full,7,plusF_plusG1_plusG2,She heard who the rumor about is going to please soon.,4,N/A,rumor,-12.59213400,18.16660928
subject_pg_full,7,plusF_plusG1_plusG2,She heard who the rumor about is going to please soon.,5,N/A,about,-9.39675100,13.55664607
subject_pg_full,7,plusF_plusG1_plusG2,She heard who the rumor about is going to please soon.,6,N/A,is,-6.41441100,9.25403894
subject_pg_full,7,plusF_plusG1_plusG2,She heard who the rumor about is going to please soon.,7,N/A,going,-8.18624300,11.81025218
subject_pg_full,7,plusF_plusG1_plusG2,She heard who the rumor about is going to please soon.,8,N/A,to,-0.18346400,0.26468260
subject_pg_full,7,plusF_plusG1_plusG2,She heard who the rumor about is going to please soon.,9,N/A,please,-14.39470200,20.76716519
subject_pg_full,7,plusF_plusG1_plusG2,She heard who the rumor about is going to please soon.,10,N/A,soon,-12.07899200,17.42630186
subject_pg_full,7,plusF_plusG1_plusG2,She heard who the rumor about is going to please soon.,11,N/A,.,-9.83729800,14.19222104
subject_pg_full,7,plusF_plusG1_minusG2,She heard who the rumor about is going to please Tom soon.,0,N/A,She,-9.58838000,13.83310828
subject_pg_full,7,plusF_plusG1_minusG2,She heard who the rumor about is going to please Tom soon.,1,N/A,heard,-10.31370900,14.87953683
subject_pg_full,7,plusF_plusG1_minusG2,She heard who the rumor about is going to please Tom soon.,2,N/A,who,-12.28482500,17.72325611
subject_pg_full,7,plusF_plusG1_minusG2,She heard who the rumor about is going to please Tom soon.,3,N/A,the,-5.06059600,7.30089675
subject_pg_full,7,plusF_plusG1_minusG2,She heard who the rumor about is going to please Tom soon.,4,N/A,rumor,-12.59213400,18.16660928
subject_pg_full,7,plusF_plusG1_minusG2,She heard who the rumor about is going to please Tom soon.,5,N/A,about,-9.39675100,13.55664607
subject_pg_full,7,plusF_plusG1_minusG2,She heard who the rumor about is going to please Tom soon.,6,N/A,is,-6.41441100,9.25403894
subject_pg_full,7,plusF_plusG1_minusG2,She heard who the rumor about is going to please Tom soon.,7,N/A,going,-8.18624300,11.81025218
subject_pg_full,7,plusF_plusG1_minusG2,She heard who the rumor about is going to please Tom soon.,8,N/A,to,-0.18346400,0.26468260
subject_pg_full,7,plusF_plusG1_minusG2,She heard who the rumor about is going to please Tom soon.,9,N/A,please,-14.39470200,20.76716519
subject_pg_full,7,plusF_plusG1_minusG2,She heard who the rumor about is going to please Tom soon.,10,N/A,Tom,-11.53115700,16.63594302
subject_pg_full,7,plusF_plusG1_minusG2,She heard who the rumor about is going to please Tom soon.,11,N/A,soon,-13.58682300,19.60164216
subject_pg_full,7,plusF_plusG1_minusG2,She heard who the rumor about is going to please Tom soon.,12,N/A,.,-9.98396200,14.40381247
subject_pg_full,7,plusF_minusG1_plusG2,She heard who the rumor about the director is going to please soon.,0,N/A,She,-9.58838000,13.83310828
subject_pg_full,7,plusF_minusG1_plusG2,She heard who the rumor about the director is going to please soon.,1,N/A,heard,-10.31370900,14.87953683
subject_pg_full,7,plusF_minusG1_plusG2,She heard who the rumor about the director is going to please soon.,2,N/A,who,-12.28482500,17.72325611
subject_pg_full,7,plusF_minusG1_plusG2,She heard who the rumor about the director is going to please soon.,3,N/A,the,-5.06059600,7.30089675
subject_pg_full,7,plusF_minusG1_plusG2,She heard who the rumor about the director is going to please soon.,4,N/A,rumor,-12.59213400,18.16660928
subject_pg_full,7,plusF_minusG1_plusG2,She heard who the rumor about the director is going to please soon.,5,N/A,about,-9.39675100,13.55664607
subject_pg_full,7,plusF_minusG1_plusG2,She heard who the rumor about the director is going to please soon.,6,N/A,the,-2.80652900,4.04896547
subject_pg_full,7,plusF_minusG1_plusG2,She heard who the rumor about the director is going to please soon.,7,N/A,director,-11.45318200,16.52344887
subject_pg_full,7,plusF_minusG1_plusG2,She heard who the rumor about the director is going to please soon.,8,N/A,is,-5.72926100,8.26557643
subject_pg_full,7,plusF_minusG1_plusG2,She heard who the rumor about the director is going to please soon.,9,N/A,going,-9.70878200,14.00681164
subject_pg_full,7,plusF_minusG1_plusG2,She heard who the rumor about the director is going to please soon.,10,N/A,to,-0.14085400,0.20320937
subject_pg_full,7,plusF_minusG1_plusG2,She heard who the rumor about the director is going to please soon.,11,N/A,please,-16.23462400,23.42161154
subject_pg_full,7,plusF_minusG1_plusG2,She heard who the rumor about the director is going to please soon.,12,N/A,soon,-11.06209700,15.95923248
subject_pg_full,7,plusF_minusG1_plusG2,She heard who the rumor about the director is going to please soon.,13,N/A,.,-10.10480600,14.57815351
subject_pg_full,7,plusF_minusG1_minusG2,She heard who the rumor about the director is going to please Tom soon.,0,N/A,She,-9.58838000,13.83310828
subject_pg_full,7,plusF_minusG1_minusG2,She heard who the rumor about the director is going to please Tom soon.,1,N/A,heard,-10.31370900,14.87953683
subject_pg_full,7,plusF_minusG1_minusG2,She heard who the rumor about the director is going to please Tom soon.,2,N/A,who,-12.28482500,17.72325611
subject_pg_full,7,plusF_minusG1_minusG2,She heard who the rumor about the director is going to please Tom soon.,3,N/A,the,-5.06059600,7.30089675
subject_pg_full,7,plusF_minusG1_minusG2,She heard who the rumor about the director is going to please Tom soon.,4,N/A,rumor,-12.59213400,18.16660928
subject_pg_full,7,plusF_minusG1_minusG2,She heard who the rumor about the director is going to please Tom soon.,5,N/A,about,-9.39675100,13.55664607
subject_pg_full,7,plusF_minusG1_minusG2,She heard who the rumor about the director is going to please Tom soon.,6,N/A,the,-2.80652900,4.04896547
subject_pg_full,7,plusF_minusG1_minusG2,She heard who the rumor about the director is going to please Tom soon.,7,N/A,director,-11.45318200,16.52344887
subject_pg_full,7,plusF_minusG1_minusG2,She heard who the rumor about the director is going to please Tom soon.,8,N/A,is,-5.72926100,8.26557643
subject_pg_full,7,plusF_minusG1_minusG2,She heard who the rumor about the director is going to please Tom soon.,9,N/A,going,-9.70878200,14.00681164
subject_pg_full,7,plusF_minusG1_minusG2,She heard who the rumor about the director is going to please Tom soon.,10,N/A,to,-0.14085400,0.20320937
subject_pg_full,7,plusF_minusG1_minusG2,She heard who the rumor about the director is going to please Tom soon.,11,N/A,please,-16.23462400,23.42161154
subject_pg_full,7,plusF_minusG1_minusG2,She heard who the rumor about the director is going to please Tom soon.,12,N/A,Tom,-14.52853000,20.96023818
subject_pg_full,7,plusF_minusG1_minusG2,She heard who the rumor about the director is going to please Tom soon.,13,N/A,soon,-17.59354200,25.38211580
subject_pg_full,7,plusF_minusG1_minusG2,She heard who the rumor about the director is going to please Tom soon.,14,N/A,.,-10.29743300,14.85605552
subject_pg_full,7,minusF_plusG1_plusG2,She heard that the rumor about is going to please soon.,0,N/A,She,-9.58838000,13.83310828
subject_pg_full,7,minusF_plusG1_plusG2,She heard that the rumor about is going to please soon.,1,N/A,heard,-10.31370900,14.87953683
subject_pg_full,7,minusF_plusG1_plusG2,She heard that the rumor about is going to please soon.,2,N/A,that,-5.39595500,7.78471752
subject_pg_full,7,minusF_plusG1_plusG2,She heard that the rumor about is going to please soon.,3,N/A,the,-3.15635100,4.55365194
subject_pg_full,7,minusF_plusG1_plusG2,She heard that the rumor about is going to please soon.,4,N/A,rumor,-11.11458900,16.03496243
subject_pg_full,7,minusF_plusG1_plusG2,She heard that the rumor about is going to please soon.,5,N/A,about,-4.28672600,6.18443834
subject_pg_full,7,minusF_plusG1_plusG2,She heard that the rumor about is going to please soon.,6,N/A,is,-13.69373600,19.75588502
subject_pg_full,7,minusF_plusG1_plusG2,She heard that the rumor about is going to please soon.,7,N/A,going,-5.77095100,8.32572239
subject_pg_full,7,minusF_plusG1_plusG2,She heard that the rumor about is going to please soon.,8,N/A,to,-0.93654300,1.35114594
subject_pg_full,7,minusF_plusG1_plusG2,She heard that the rumor about is going to please soon.,9,N/A,please,-12.37985300,17.86035253
subject_pg_full,7,minusF_plusG1_plusG2,She heard that the rumor about is going to please soon.,10,N/A,soon,-14.05644600,20.27916494
subject_pg_full,7,minusF_plusG1_plusG2,She heard that the rumor about is going to please soon.,11,N/A,.,-10.28338800,14.83579287
subject_pg_full,7,minusF_plusG1_minusG2,She heard that the rumor about is going to please Tom soon.,0,N/A,She,-9.58838000,13.83310828
subject_pg_full,7,minusF_plusG1_minusG2,She heard that the rumor about is going to please Tom soon.,1,N/A,heard,-10.31370900,14.87953683
subject_pg_full,7,minusF_plusG1_minusG2,She heard that the rumor about is going to please Tom soon.,2,N/A,that,-5.39595500,7.78471752
subject_pg_full,7,minusF_plusG1_minusG2,She heard that the rumor about is going to please Tom soon.,3,N/A,the,-3.15635100,4.55365194
subject_pg_full,7,minusF_plusG1_minusG2,She heard that the rumor about is going to please Tom soon.,4,N/A,rumor,-11.11458900,16.03496243
subject_pg_full,7,minusF_plusG1_minusG2,She heard that the rumor about is going to please Tom soon.,5,N/A,about,-4.28672600,6.18443834
subject_pg_full,7,minusF_plusG1_minusG2,She heard that the rumor about is going to please Tom soon.,6,N/A,is,-13.69373600,19.75588502
subject_pg_full,7,minusF_plusG1_minusG2,She heard that the rumor about is going to please Tom soon.,7,N/A,going,-5.77095100,8.32572239
subject_pg_full,7,minusF_plusG1_minusG2,She heard that the rumor about is going to please Tom soon.,8,N/A,to,-0.93654300,1.35114594
subject_pg_full,7,minusF_plusG1_minusG2,She heard that the rumor about is going to please Tom soon.,9,N/A,please,-12.37985300,17.86035253
subject_pg_full,7,minusF_plusG1_minusG2,She heard that the rumor about is going to please Tom soon.,10,N/A,Tom,-10.39890100,15.00244290
subject_pg_full,7,minusF_plusG1_minusG2,She heard that the rumor about is going to please Tom soon.,11,N/A,soon,-14.61286500,21.08190787
subject_pg_full,7,minusF_plusG1_minusG2,She heard that the rumor about is going to please Tom soon.,12,N/A,.,-10.11317600,14.59022886
subject_pg_full,7,minusF_minusG1_plusG2,She heard that the rumor about the director is going to please soon.,0,N/A,She,-9.58838000,13.83310828
subject_pg_full,7,minusF_minusG1_plusG2,She heard that the rumor about the director is going to please soon.,1,N/A,heard,-10.31370900,14.87953683
subject_pg_full,7,minusF_minusG1_plusG2,She heard that the rumor about the director is going to please soon.,2,N/A,that,-5.39595500,7.78471752
subject_pg_full,7,minusF_minusG1_plusG2,She heard that the rumor about the director is going to please soon.,3,N/A,the,-3.15635100,4.55365194
subject_pg_full,7,minusF_minusG1_plusG2,She heard that the rumor about the director is going to please soon.,4,N/A,rumor,-11.11458900,16.03496243
subject_pg_full,7,minusF_minusG1_plusG2,She heard that the rumor about the director is going to please soon.,5,N/A,about,-4.28672600,6.18443834
subject_pg_full,7,minusF_minusG1_plusG2,She heard that the rumor about the director is going to please soon.,6,N/A,the,-2.57246800,3.71128683
subject_pg_full,7,minusF_minusG1_plusG2,She heard that the rumor about the director is going to please soon.,7,N/A,director,-11.67752700,16.84711029
subject_pg_full,7,minusF_minusG1_plusG2,She heard that the rumor about the director is going to please soon.,8,N/A,is,-8.50579400,12.27126682
subject_pg_full,7,minusF_minusG1_plusG2,She heard that the rumor about the director is going to please soon.,9,N/A,going,-6.12347100,8.83430124
subject_pg_full,7,minusF_minusG1_plusG2,She heard that the rumor about the director is going to please soon.,10,N/A,to,-1.10387500,1.59255499
subject_pg_full,7,minusF_minusG1_plusG2,She heard that the rumor about the director is going to please soon.,11,N/A,please,-13.10766000,18.91035608
subject_pg_full,7,minusF_minusG1_plusG2,She heard that the rumor about the director is going to please soon.,12,N/A,soon,-14.48564500,20.89836821
subject_pg_full,7,minusF_minusG1_plusG2,She heard that the rumor about the director is going to please soon.,13,N/A,.,-10.64218300,15.35342464
subject_pg_full,7,minusF_minusG1_minusG2,She heard that the rumor about the director is going to please Tom soon.,0,N/A,She,-9.58838000,13.83310828
subject_pg_full,7,minusF_minusG1_minusG2,She heard that the rumor about the director is going to please Tom soon.,1,N/A,heard,-10.31370900,14.87953683
subject_pg_full,7,minusF_minusG1_minusG2,She heard that the rumor about the director is going to please Tom soon.,2,N/A,that,-5.39595500,7.78471752
subject_pg_full,7,minusF_minusG1_minusG2,She heard that the rumor about the director is going to please Tom soon.,3,N/A,the,-3.15635100,4.55365194
subject_pg_full,7,minusF_minusG1_minusG2,She heard that the rumor about the director is going to please Tom soon.,4,N/A,rumor,-11.11458900,16.03496243
subject_pg_full,7,minusF_minusG1_minusG2,She heard that the rumor about the director is going to please Tom soon.,5,N/A,about,-4.28672600,6.18443834
subject_pg_full,7,minusF_minusG1_minusG2,She heard that the rumor about the director is going to please Tom soon.,6,N/A,the,-2.57246800,3.71128683
subject_pg_full,7,minusF_minusG1_minusG2,She heard that the rumor about the director is going to please Tom soon.,7,N/A,director,-11.67752700,16.84711029
subject_pg_full,7,minusF_minusG1_minusG2,She heard that the rumor about the director is going to please Tom soon.,8,N/A,is,-8.50579400,12.27126682
subject_pg_full,7,minusF_minusG1_minusG2,She heard that the rumor about the director is going to please Tom soon.,9,N/A,going,-6.12347100,8.83430124
subject_pg_full,7,minusF_minusG1_minusG2,She heard that the rumor about the director is going to please Tom soon.,10,N/A,to,-1.10387500,1.59255499
subject_pg_full,7,minusF_minusG1_minusG2,She heard that the rumor about the director is going to please Tom soon.,11,N/A,please,-13.10766000,18.91035608
subject_pg_full,7,minusF_minusG1_minusG2,She heard that the rumor about the director is going to please Tom soon.,12,N/A,Tom,-9.31354000,13.43659797
subject_pg_full,7,minusF_minusG1_minusG2,She heard that the rumor about the director is going to please Tom soon.,13,N/A,soon,-19.13874100,27.61136673
subject_pg_full,7,minusF_minusG1_minusG2,She heard that the rumor about the director is going to please Tom soon.,14,N/A,.,-10.53534600,15.19929143
subject_pg_full,8,plusF_plusG1_plusG2,They believe who the discussion about is expected to concern eventually.,0,N/A,They,-9.39694800,13.55693028
subject_pg_full,8,plusF_plusG1_plusG2,They believe who the discussion about is expected to concern eventually.,1,N/A,believe,-8.33099600,12.01908661
subject_pg_full,8,plusF_plusG1_plusG2,They believe who the discussion about is expected to concern eventually.,2,N/A,who,-12.36108100,17.83327026
subject_pg_full,8,plusF_plusG1_plusG2,They believe who the discussion about is expected to concern eventually.,3,N/A,the,-5.17708200,7.46895053
subject_pg_full,8,plusF_plusG1_plusG2,They believe who the discussion about is expected to concern eventually.,4,N/A,discussion,-16.81211200,24.25475061
subject_pg_full,8,plusF_plusG1_plusG2,They believe who the discussion about is expected to concern eventually.,5,N/A,about,-6.18105300,8.91737451
subject_pg_full,8,plusF_plusG1_plusG2,They believe who the discussion about is expected to concern eventually.,6,N/A,is,-10.41202400,15.02137539
subject_pg_full,8,plusF_plusG1_plusG2,They believe who the discussion about is expected to concern eventually.,7,N/A,expected,-12.67449400,18.28542964
subject_pg_full,8,plusF_plusG1_plusG2,They believe who the discussion about is expected to concern eventually.,8,N/A,to,-0.22523100,0.32493965
subject_pg_full,8,plusF_plusG1_plusG2,They believe who the discussion about is expected to concern eventually.,9,N/A,concern,-15.45281700,22.29370245
subject_pg_full,8,plusF_plusG1_plusG2,They believe who the discussion about is expected to concern eventually.,10,N/A,eventually,-15.14216600,21.84552780
subject_pg_full,8,plusF_plusG1_plusG2,They believe who the discussion about is expected to concern eventually.,11,N/A,.,-11.68019600,16.85096085
subject_pg_full,8,plusF_plusG1_minusG2,They believe who the discussion about is expected to concern Paul eventually.,0,N/A,They,-9.39694800,13.55693028
subject_pg_full,8,plusF_plusG1_minusG2,They believe who the discussion about is expected to concern Paul eventually.,1,N/A,believe,-8.33099600,12.01908661
subject_pg_full,8,plusF_plusG1_minusG2,They believe who the discussion about is expected to concern Paul eventually.,2,N/A,who,-12.36108100,17.83327026
subject_pg_full,8,plusF_plusG1_minusG2,They believe who the discussion about is expected to concern Paul eventually.,3,N/A,the,-5.17708200,7.46895053
subject_pg_full,8,plusF_plusG1_minusG2,They believe who the discussion about is expected to concern Paul eventually.,4,N/A,discussion,-16.81211200,24.25475061
subject_pg_full,8,plusF_plusG1_minusG2,They believe who the discussion about is expected to concern Paul eventually.,5,N/A,about,-6.18105300,8.91737451
subject_pg_full,8,plusF_plusG1_minusG2,They believe who the discussion about is expected to concern Paul eventually.,6,N/A,is,-10.41202400,15.02137539
subject_pg_full,8,plusF_plusG1_minusG2,They believe who the discussion about is expected to concern Paul eventually.,7,N/A,expected,-12.67449400,18.28542964
subject_pg_full,8,plusF_plusG1_minusG2,They believe who the discussion about is expected to concern Paul eventually.,8,N/A,to,-0.22523100,0.32493965
subject_pg_full,8,plusF_plusG1_minusG2,They believe who the discussion about is expected to concern Paul eventually.,9,N/A,concern,-15.45281700,22.29370245
subject_pg_full,8,plusF_plusG1_minusG2,They believe who the discussion about is expected to concern Paul eventually.,10,N/A,Paul,-13.39700100,19.32778691
subject_pg_full,8,plusF_plusG1_minusG2,They believe who the discussion about is expected to concern Paul eventually.,11,N/A,eventually,-12.18506600,17.57933429
subject_pg_full,8,plusF_plusG1_minusG2,They believe who the discussion about is expected to concern Paul eventually.,12,N/A,.,-11.59637200,16.73002838
subject_pg_full,8,plusF_minusG1_plusG2,They believe who the discussion about the critic is expected to concern eventually.,0,N/A,They,-9.39694800,13.55693028
subject_pg_full,8,plusF_minusG1_plusG2,They believe who the discussion about the critic is expected to concern eventually.,1,N/A,believe,-8.33099600,12.01908661
subject_pg_full,8,plusF_minusG1_plusG2,They believe who the discussion about the critic is expected to concern eventually.,2,N/A,who,-12.36108100,17.83327026
subject_pg_full,8,plusF_minusG1_plusG2,They believe who the discussion about the critic is expected to concern eventually.,3,N/A,the,-5.17708200,7.46895053
subject_pg_full,8,plusF_minusG1_plusG2,They believe who the discussion about the critic is expected to concern eventually.,4,N/A,discussion,-16.81211200,24.25475061
subject_pg_full,8,plusF_minusG1_plusG2,They believe who the discussion about the critic is expected to concern eventually.,5,N/A,about,-6.18105300,8.91737451
subject_pg_full,8,plusF_minusG1_plusG2,They believe who the discussion about the critic is expected to concern eventually.,6,N/A,the,-3.29379100,4.75193594
subject_pg_full,8,plusF_minusG1_plusG2,They believe who the discussion about the critic is expected to concern eventually.,7,N/A,critic,-16.13235800,23.27407288
subject_pg_full,8,plusF_minusG1_plusG2,They believe who the discussion about the critic is expected to concern eventually.,8,N/A,is,-1.95107100,2.81480046
subject_pg_full,8,plusF_minusG1_plusG2,They believe who the discussion about the critic is expected to concern eventually.,9,N/A,expected,-14.20123100,20.48804554
subject_pg_full,8,plusF_minusG1_plusG2,They believe who the discussion about the critic is expected to concern eventually.,10,N/A,to,-0.01592800,0.02297925
subject_pg_full,8,plusF_minusG1_plusG2,They believe who the discussion about the critic is expected to concern eventually.,11,N/A,concern,-15.17282700,21.88976227
subject_pg_full,8,plusF_minusG1_plusG2,They believe who the discussion about the critic is expected to concern eventually.,12,N/A,eventually,-15.15422500,21.86292526
subject_pg_full,8,plusF_minusG1_plusG2,They believe who the discussion about the critic is expected to concern eventually.,13,N/A,.,-11.37300900,16.40778368
subject_pg_full,8,plusF_minusG1_minusG2,They believe who the discussion about the critic is expected to concern Paul eventually.,0,N/A,They,-9.39694800,13.55693028
subject_pg_full,8,plusF_minusG1_minusG2,They believe who the discussion about the critic is expected to concern Paul eventually.,1,N/A,believe,-8.33099600,12.01908661
subject_pg_full,8,plusF_minusG1_minusG2,They believe who the discussion about the critic is expected to concern Paul eventually.,2,N/A,who,-12.36108100,17.83327026
subject_pg_full,8,plusF_minusG1_minusG2,They believe who the discussion about the critic is expected to concern Paul eventually.,3,N/A,the,-5.17708200,7.46895053
subject_pg_full,8,plusF_minusG1_minusG2,They believe who the discussion about the critic is expected to concern Paul eventually.,4,N/A,discussion,-16.81211200,24.25475061
subject_pg_full,8,plusF_minusG1_minusG2,They believe who the discussion about the critic is expected to concern Paul eventually.,5,N/A,about,-6.18105300,8.91737451
subject_pg_full,8,plusF_minusG1_minusG2,They believe who the discussion about the critic is expected to concern Paul eventually.,6,N/A,the,-3.29379100,4.75193594
subject_pg_full,8,plusF_minusG1_minusG2,They believe who the discussion about the critic is expected to concern Paul eventually.,7,N/A,critic,-16.13235800,23.27407288
subject_pg_full,8,plusF_minusG1_minusG2,They believe who the discussion about the critic is expected to concern Paul eventually.,8,N/A,is,-1.95107100,2.81480046
